country,bilateral_migration,export_trade_share,migrant_ratio,same_language,touching,Total_pop_left_conflict_zone,individualPerCountry,population,gdp_millions,percent_IndividualPerCountry_of_total,v2xeg_eqdr,v2x_libdem,remittances,average_pop,average_refugee,average_gdp,total_recored_migrants,percent_IndividualPerCountry_of_recorded,average_eqdr,average_lib,average_bilateral_migration,average_export_trade_share,average_migr_ratio,average_remittances,gdp_per_cap,normalized_pop,normalized_refugee,normalized_gdp,normalized_qrdp,normalized_lib,normalized_migr_ratio,normalized_bilateral_migr,normalized_export_trade,normalized_remittances,Afghanistan,Burundi,Central African Republic,Democratic Republic of the Congo,Nigeria,Somalia,South Sudan,Syria,Ukraine,Venezuela
Colombia,49829,0.27,2.3,1,1,5041821,1842390,50372424,300791,0.36542154114555,0.395,0.429,1697,47759959.8181818,449712.909090909,415191.363636364,4946842,0.372437607669701,0.443818181818182,0.302181818181818,12500.1818181818,0.061818181818182,3.68181818181818,173.727272727273,0.005971342574262,0.040024101572695,2.37103490341401,-0.210633573871037,-0.212981804781318,0.503833553455393,-0.556857256828692,2.73906504451708,2.33391741860522,3.01089660665832,0,0,0,0,0,0,0,0,0,1
Costa Rica,4984,0.02,8.3,1,0,5041821,29906,5094118,61178,0.005931587019849,0.855,0.665,4,47759959.8181818,449712.909090909,415191.363636364,4946842,0.006045473051292,0.443818181818182,0.302181818181818,12500.1818181818,0.061818181818182,3.68181818181818,173.727272727273,0.012009537274166,-0.653659483065902,-0.71472191267191,-0.65180824265433,1.79388585293464,1.44143348519031,1.86107556887484,-0.55151252809938,-0.468821839545154,-0.335482451935491,0,0,0,0,0,0,0,0,0,1
Democratic Republic of the Congo,9329,0.05,1.1,1,1,2351680,56351,92377993,54832,0.023962018641992,0.181,0.037,0,70735661.4,470336,67248.4,2351680,0.023962018641992,0.3246,0.1598,326312.6,0.5712,2.2,65.6,0.000593561282502,0.656327750226611,-1.03477195903036,-0.385615341233661,-1.10562005812227,-0.997988161647556,-0.910366477462605,-0.855927690329579,-0.446356701543714,-0.562281812751978,0,0,0,0,0,0,1,0,0,0
Democratic Republic of the Congo,41654,11.01,1.1,1,1,263736,40529,92377993,54832,0.153672612005945,0.181,0.037,1,52168663,65934,44427,263736,0.153672612005945,0.47825,0.202,101020.25,4.41,3.025,14.75,0.000593561282502,1.19953531959193,-0.624955972788617,0.415267677001575,-1.02630506703839,-1.11342555331139,-1.34475167064916,-0.666740806624336,1.46946069354401,-0.893315544855382,0,1,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,275050,0.5,1.1,1,1,737973,210499,92377993,54832,0.285239432878981,0.181,0.037,0,37306944.6,147077.6,32129.2,735388,0.286242092609616,0.2414,0.0514,139876.8,2.81,2.06,1.2,0.000593561282502,1.61267808999565,0.470340559876038,1.18926351387247,-0.794544281991164,-0.548476914616123,-0.978268544825189,1.0307017478522,-0.395625092753314,-0.447213595499958,0,0,1,0,0,0,0,0,0,0
Dominican Republic,19680,0,5.3,1,0,5041821,115283,10878246,89502,0.02286534964252,0.193,0.351,48,47759959.8181818,449712.909090909,415191.363636364,4946842,0.023304362662078,0.443818181818182,0.302181818181818,12500.1818181818,0.061818181818182,3.68181818181818,173.727272727273,0.008227613164843,-0.565044095267417,-0.569367437991324,-0.599658186861789,-1.09425847186528,0.193948830254872,0.652109156023074,0.526831278504957,-0.693040980197184,-0.248512175161641,0,0,0,0,0,0,0,0,0,1
Ecuador,12695,0.02,2.2,1,0,5041821,508935,17715822,104483,0.100942695109565,0.241,0.07,64,47759959.8181818,449712.909090909,415191.363636364,4946842,0.1028807873791,0.443818181818182,0.302181818181818,12500.1818181818,0.061818181818182,3.68181818181818,173.727272727273,0.005897722386238,-0.460289420259946,0.100825701460309,-0.572075218854868,-0.8848461945384,-0.92243074948034,-0.597156137257084,0.01429511294077,-0.468821839545154,-0.21688661997115,0,0,0,0,0,0,0,0,0,1
Egypt,174813,3.42,0.5,1,0,5721883,138853,102674145,396328,0.024267011401666,0.145,0.116,0,49095809.6,1134667,291644.4,5673335,0.02447466966079,0.481,0.1902,1127515,7.318,13.74,63.2,0.003860056492314,1.24168562767503,-0.664903165465512,0.327638154927302,-1.38432874510917,-0.62358005410513,-0.862961087797207,-0.751364730024268,-0.537171896776382,-0.447213595499958,0,0,0,0,0,0,0,1,0,0
Eritrea,2472,0.01,0.5,0,0,633429,80,3600000,2254,0.000126296712023,0.636,0.008,0,49936392.2,126685.8,53443.2,633429,0.000126296712023,0.3808,0.1642,256562.8,0.068,1.76,0.2,0.000626111111111,-1.09076280829689,-1.05238091147771,-1.10620093568421,1.30805248182069,-1.23969425264653,-0.961300051038035,-1.10328588221452,-0.744446766711949,-0.447213595499958,0,0,0,0,0,1,0,0,0,0
Ethiopia,417150,2.66,1.1,0,1,2351680,390612,117876227,92757,0.166099129133215,0.273,0.103,3,70735661.4,470336,67248.4,2351680,0.166099129133215,0.3246,0.1598,326312.6,0.5712,2.2,65.6,0.000786901671021,1.42959002460982,-0.199273306186785,0.792218959875081,-0.397284087737528,-0.46161015945913,-0.910366477462605,0.245281604403332,1.78885241401479,-0.536567705461491,0,0,0,0,0,0,1,0,0,0
Ethiopia,475183,0.12,1.1,0,1,633429,228797,117876227,92757,0.361203860259003,0.273,0.103,1,49936392.2,126685.8,53443.2,633429,0.361203860259003,0.3808,0.1642,256562.8,0.068,1.76,0.2,0.000786901671021,1.59930977538805,0.848775314622888,0.849573002611918,-0.552539410424256,-0.485718874916568,-0.503538121972304,0.949269238504169,0.667435032224506,1.78885438199983,0,0,0,0,0,1,0,0,0,0
Guyana,2132,0,2,0,1,5041821,24500,743700,7395,0.004859355379733,0.669,0.379,4,47759959.8181818,449712.909090909,415191.363636364,4946842,0.004952654643104,0.443818181818182,0.302181818181818,12500.1818181818,0.061818181818182,3.68181818181818,173.727272727273,0.009943525615167,-0.720309802380328,-0.723925636041474,-0.750833325647205,0.982413278292971,0.305189500121726,-0.677753898113869,-0.760782842228093,-0.693040980197184,-0.335482451935491,0,0,0,0,0,0,0,0,0,1
Hungary,50222,3.48,5.3,0,1,4320000,404021,9750000,180959,0.09352337962963,0.85,0.766,87,15032474.2,857592.6,250542.8,4287963,0.094222128315939,0.8444,0.4182,37432.6,3.094,3.28,116.6,0.018559897435897,-0.367283112293104,-0.484732127334786,-0.281355904404488,0.075518623440583,1.0277075998105,1.34160790757947,0.555939043564855,0.171299769685053,-0.2432258798998,0,0,0,0,0,0,0,0,1,0
Iran,318,1.73,3.2,0,1,2221828,38180,83183741,1081383,0.017184048450195,0.801,0.153,0,115158691,56250,469537.333333333,168750,0.226251851851852,0.373333333333333,0.119,505496.333333333,12.0933333333333,2.73333333333333,39.6666666666667,0.01299993228244,-0.320498972041239,-0.331210018955544,1.13540136069957,1.14785821255327,1.06930928832815,0.432667919050789,-0.577415990118913,-0.538225918859032,-0.577350269189626,1,0,0,0,0,0,0,0,0,0
Iraq,257096,20.21,0.9,1,1,5721883,256861,40222503,201472,0.044890991304786,0.315,0.056,316,49095809.6,1134667,291644.4,5673335,0.045275133585448,0.481,0.1902,1127515,7.318,13.74,63.2,0.005008937409987,-0.205640156472163,-0.586109442189625,-0.282221081061089,-0.683924320500364,-1.12782268545699,-0.836889755839587,-0.686470834471842,1.77660854110855,1.78885438199983,0,0,0,0,0,0,0,1,0,0
Jordan,724847,3.58,33.1,1,1,5721883,674268,11042719,45344,0.117840228470243,0.689,0.199,0,49095809.6,1134667,291644.4,5673335,0.11884861373425,0.481,0.1902,1127515,7.318,13.74,63.2,0.00410623506765,-0.881885846842416,-0.307407560525516,-0.770869635872825,0.856965413639011,0.073955585931606,1.26185246674879,-0.317571006578565,-0.515122768124709,-0.447213595499958,0,0,0,0,0,0,0,1,0,0
Kenya,11231,0.06,2,1,0,1018762,48284,54985698,109491,0.047394779153522,0.532,0.335,0,28026335.75,81846.1666666667,68001.25,982154,0.04916133315142,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.001991263255401,1.26492077556301,-0.275685954472835,0.345060396864588,0.629505148362149,1.4841716612137,-0.334834204181954,-0.947551711303376,-0.360626494053082,-0.330206279687471,0,0,0,1,0,0,0,0,0,0
Kenya,0,0.046,2,1,1,2351680,139846,54985698,109491,0.059466424003266,0.532,0.335,20,70735661.4,470336,67248.4,2351680,0.059466424003266,0.3246,0.1598,326312.6,0.5712,2.2,65.6,0.001991263255401,-0.477635138187859,-0.826072888486158,1.31192572835903,1.59683565497604,1.42383978762746,-0.165521177720474,-0.881118108455579,-0.449782309383651,-0.390854430815399,0,0,0,0,0,0,1,0,0,0
Kenya,485864,0.18,2,1,1,633429,278998,54985698,109491,0.440456625762319,0.532,0.335,0,49936392.2,126685.8,53443.2,633429,0.440456625762319,0.3808,0.1642,256562.8,0.068,1.76,0.2,0.001991263255401,0.118861109224593,1.26605931059379,1.21119550223566,0.774990341893762,1.35556836332924,0.183104771626292,0.995647133760248,1.43755237709894,-0.447213595499958,0,0,0,0,0,1,0,0,0,0
Lebanon,1209286,3.84,27.2,1,1,5721883,839788,6859408,19126,0.146767768582475,0.562,0.209,0,49095809.6,1134667,291644.4,5673335,0.148023693295037,0.481,0.1902,1127515,7.318,13.74,63.2,0.002788287269105,-0.978834680844356,-0.196890162750579,-0.852926587925333,0.333722108195961,0.157996024490248,0.877300320373897,0.064490097993721,-0.479292934065741,-0.447213595499958,0,0,0,0,0,0,0,1,0,0
Malawi,2250,0,1.3,0,0,1018762,33089,19129952,12150,0.032479617418003,0.394,0.089,0,28026335.75,81846.1666666667,68001.25,982154,0.033690235950778,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.000635129664727,-0.417414200247119,-0.400500544657658,-0.464501581484181,0.004903275571425,-0.862520756516799,-0.720122877487216,-1.02475556382505,-0.36461131719179,-0.330206279687471,0,0,0,1,0,0,0,0,0,0
Mexico,15664,0.05,0.8,1,0,5041821,82978,126014024,1285518,0.016457942477529,0.283,0.204,6,47759959.8181818,449712.909090909,415191.363636364,4946842,0.0167739337541,0.443818181818182,0.302181818181818,12500.1818181818,0.061818181818182,3.68181818181818,173.727272727273,0.010201388378805,1.19888671970596,-0.624366750505892,1.60244254498297,-0.701610451877378,-0.390064686546111,-1.16134046325458,0.232150499563543,-0.132493128567109,-0.33152925753668,0,0,0,0,0,0,0,0,0,1
Moldova,62728,1.67,2.6,0,1,4320000,401704,2597100,12396,0.092987037037037,0.734,0.356,249,15032474.2,857592.6,250542.8,4287963,0.093681778504152,0.8444,0.4182,37432.6,3.094,3.28,116.6,0.004773016056371,-0.864614338997693,-0.487208306044023,-0.962925397794238,-1.48879571925722,-0.183793596055818,-0.451630384729721,1.09955904753862,-0.631945264330351,1.08794278711938,0,0,0,0,0,0,0,0,1,0
Niger,98849,0.18,1.3,0,1,336069,187145,24112753,15637,0.556864810500225,0.383,0.412,75,22301043.3333333,112023,24262.6666666667,336069,0.556864810500225,0.300333333333333,0.171,75855.6666666667,0.25,2.16666666666667,33.6666666666667,0.000648495010089,0.336477228019518,0.883118384057981,-0.482770060962493,1.01400329627446,1.14804867002502,-0.901930007076749,0.418832131632411,-0.240239378069103,1.08534176688197,0,0,0,0,1,0,0,0,0,0
Pakistan,1515738,34.31,1.5,0,1,2221828,117550,226992332,261726,0.05290688568152,0.119,0.114,119,115158691,56250,469537.333333333,168750,0.696592592592593,0.373333333333333,0.119,505496.333333333,12.0933333333333,2.73333333333333,39.6666666666667,0.001153016922175,1.12095771784253,1.12358462434836,-0.385635272896364,-0.682631189538694,-0.157251365930609,-1.14347950034851,1.15470053588544,1.1538358794453,1.15470053837925,1,0,0,0,0,0,0,0,0,0
Panama,10204,0.01,4.4,1,0,5041821,121598,4379039,60121,0.024117873284276,0.681,0.082,2,47759959.8181818,449712.909090909,415191.363636364,4946842,0.024580934664984,0.443818181818182,0.302181818181818,12500.1818181818,0.061818181818182,3.68181818181818,173.727272727273,0.013729267996928,-0.664614808205933,-0.558616140714447,-0.653754387583461,1.03476634762469,-0.87475617668026,0.289419232167544,-0.168486216825929,-0.580931409871169,-0.339435646334302,0,0,0,0,0,0,0,0,0,1
Peru,3764,0.01,2.4,1,0,5041821,1286464,34294231,225858,0.255158602417658,0.336,0.193,72,47759959.8181818,449712.909090909,415191.363636364,4946842,0.260057628685129,0.443818181818182,0.302181818181818,12500.1818181818,0.061818181818182,3.68181818181818,173.727272727273,0.006585889037722,-0.206300894657314,1.42457002772993,-0.348599967413702,-0.470384395662278,-0.433766378279518,-0.5165583764003,-0.641032087439152,-0.580931409871169,-0.201073842375905,0,0,0,0,0,0,0,0,0,1
Poland,48065,6.88,1.7,0,1,4320000,2514504,38179800,655332,0.582061111111111,0.904,0.156,240,15032474.2,857592.6,250542.8,4287963,0.586409910719845,0.8444,0.4182,37432.6,3.094,3.28,116.6,0.017164364402118,1.60940149240794,1.77074179187422,1.63672911596046,0.803733920903353,-0.77476978916134,-1.04937648216612,0.462176981468948,1.68015784463112,1.01398897228498,0,0,0,0,0,0,0,0,1,0
Republic of the Congo,33186,0.1,1.1,1,1,737973,28985,5657000,12744,0.039276504695971,0.166,0.033,0,37306944.6,147077.6,32129.2,735388,0.039414567548016,0.2414,0.0514,139876.8,2.81,2.06,1.2,0.002252784161216,-0.926824051637196,-0.875788607650052,-1.01547434982119,-0.991864881823406,-0.700831613120601,-0.978268544825189,-0.813522162971282,-0.464131602320987,-0.447213595499958,0,0,1,0,0,0,0,0,0,0
Republic of the Congo,266319,0.38,1.1,1,1,1018762,22100,5657000,12744,0.021692996008881,0.166,0.033,0,28026335.75,81846.1666666667,68001.25,982154,0.022501562891359,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.002252784161216,-1.04955886060396,-0.490766259138804,-0.459561424560181,-1.02704764469151,-1.39672716055301,-0.830205355574434,1.24527495967419,-0.339374103979972,-0.330206279687471,0,0,0,1,0,0,0,0,0,0
Romania,15698,1.61,2.4,0,1,4320000,662751,19186201,287279,0.153414583333333,0.918,0.043,0,15032474.2,857592.6,250542.8,4287963,0.154560801947218,0.8444,0.4182,37432.6,3.094,3.28,116.6,0.014973209130875,0.288802869443125,-0.208227285970536,0.148539556267179,0.992530479504813,-1.10867133826596,-0.584462850826698,-0.944775574793555,-0.658572171535281,-0.958112756632321,0,0,0,0,0,0,0,0,1,0
Rwanda,64729,1.41,4.3,1,1,263736,47989,12374397,10395,0.18195847362514,0.803,0.146,26,52168663,65934,44427,263736,0.18195847362514,0.47825,0.202,101020.25,4.41,3.025,14.75,0.000840040932904,-1.18715302105846,-0.441442036279935,-1.35823061832942,1.12125339115464,-0.377889884760228,0.89067967796243,-0.407586082974846,-0.667936678883642,0.730894536699858,0,1,0,0,0,0,0,0,0,0
Rwanda,231438,0.02,4.3,1,1,1018762,77116,12374397,10395,0.075695795485108,0.803,0.146,59,28026335.75,81846.1666666667,68001.25,982154,0.078517218277378,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.000840040932904,-0.734381708258498,-0.038854479368602,-0.479097499668729,1.85607839130625,-0.318774952408513,0.93111429382105,0.94542554648984,-0.36328304281222,3.15913769074132,0,0,0,1,0,0,0,0,0,0
Slovakia,10450,1.83,4.4,0,1,4320000,304983,5449270,116748,0.070597916666667,0.816,0.77,7,15032474.2,857592.6,250542.8,4287963,0.071125380512845,0.8444,0.4182,37432.6,3.094,3.28,116.6,0.02142452108264,-0.666306910560272,-0.590574072524878,-0.540987370028909,-0.382987304591532,1.03952712367261,0.74386181014307,-1.17289949777887,-0.560940178450536,-0.900593122872233,0,0,0,0,0,0,0,0,1,0
South Africa,50340,52.72,7.2,0,0,1018762,57595,60142978,435145,0.056534303399616,0.044,0.159,0,28026335.75,81846.1666666667,68001.25,982154,0.058641516503522,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.007235175484659,1.50689796170344,-0.199203647844938,3.05344737149183,-1.57923190904273,-0.194762751471535,2.52731022608571,-0.611356914702746,3.13671994735305,-0.330206279687471,0,0,0,1,0,0,0,0,0,0
Sudan,15909,0.04,2.9,0,1,737973,27867,45709353,35919,0.037761544121533,0.342,0.086,0,37306944.6,147077.6,32129.2,735388,0.037894281658118,0.2414,0.0514,139876.8,2.81,2.06,1.2,0.000785812916669,0.246052695991083,-0.884079827111329,0.198524889655632,1.32336348954157,1.31786814206374,0.85598497672204,-0.945260067360928,-0.474407578756138,-0.447213595499958,0,0,1,0,0,0,0,0,0,0
Sudan,301885,0.05,2.9,1,1,2351680,799911,45709353,35919,0.340144492447952,0.342,0.086,32,70735661.4,470336,67248.4,2351680,0.340144492447952,0.3246,0.1598,326312.6,0.5712,2.2,65.6,0.000785812916669,-0.758950606257661,0.823785809624574,-0.972995173451713,0.133967890051027,-0.599768129719785,0.579324122021657,-0.065960066225176,-0.446356701543714,-0.287998001653452,0,0,0,0,0,0,1,0,0,0
Tanzania,233606,1.75,2.8,1,1,263736,126663,61193226,69238,0.480264355264355,0.634,0.387,30,52168663,65934,44427,263736,0.480264355264355,0.47825,0.202,101020.25,4.41,3.025,14.75,0.001131465106938,0.269223139564438,1.49391660190828,0.990216850945321,0.537752781131134,1.24838622644004,-0.157178766699252,1.48906710297336,-0.592237188610163,0.990768149748696,0,1,0,0,0,0,0,0,0,0
Tanzania,105174,6.61,0.9,1,1,1018762,79839,61193226,69238,0.078368647436791,0.634,0.387,0,28026335.75,81846.1666666667,68001.25,982154,0.081289695913268,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.001131465106938,1.55617511085757,-0.016487244812941,0.010285756019795,1.09116740216399,1.98022046496161,-0.940287833661652,-0.13998445627121,0.074383365255884,-0.330206279687471,0,0,0,1,0,0,0,0,0,0
Turkey,3271533,5.54,7,0,1,5721883,3763565,84680273,795952,0.657749380754552,0.694,0.371,0,49095809.6,1134667,291644.4,5673335,0.663377889724474,0.481,0.1902,1127515,7.318,13.74,63.2,0.009399497330388,0.824675056483899,1.75531033093123,1.57837914993195,0.877565543774564,1.51945112914026,-0.439301943485889,1.69091647308095,-0.245020942141716,-0.447213595499958,0,0,0,0,0,0,0,1,0,0
Uganda,40404,0.01,3.9,1,0,633429,56905,42729036,43243,0.089836429970841,0.295,0.238,0,49936392.2,126685.8,53443.2,633429,0.089836429970841,0.3808,0.1642,256562.8,0.068,1.76,0.2,0.00101202844829,-0.169661808264563,-0.580036474692657,-0.220426785028211,-0.439776265439714,0.585719819752331,1.63268421366777,-0.938581610811695,-0.744446766711949,-0.447213595499958,0,0,0,0,0,1,0,0,0,0
Uganda,903199,0.05,3.9,1,1,2351680,964960,42729036,43243,0.410327935773575,0.295,0.238,273,70735661.4,470336,67248.4,2351680,0.410327935773575,0.3246,0.1598,326312.6,0.5712,2.2,65.6,0.00101202844829,-0.849332030390915,1.23633234407872,-0.745534173548735,-0.227899399167265,0.635526663199014,1.40693001062403,1.557724260607,-0.446356701543714,1.77770195068232,0,0,0,0,0,0,1,0,0,0
Uganda,64092,3.47,3.9,1,0,263736,48555,42729036,43243,0.184104559104559,0.295,0.238,2,52168663,65934,44427,263736,0.184104559104559,0.47825,0.202,101020.25,4.41,3.025,14.75,0.00101202844829,-0.281605438097915,-0.427518592839732,-0.047253909617479,-0.632701105247386,0.242929211631575,0.611250759385982,-0.414740213374184,-0.209286826050208,-0.828347141593172,0,1,0,0,0,0,0,0,0,0
Uganda,298749,0.06,3.9,1,1,1018762,459073,42729036,43243,0.450618495782136,0.295,0.238,6,28026335.75,81846.1666666667,68001.25,982154,0.467414478788459,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.00101202844829,0.689843878005698,3.09861221515094,-0.205908485123981,-0.443180676648008,0.558849854222405,0.710949337646614,1.52405470995567,-0.360626494053082,0.02464225967817,0,0,0,1,0,0,0,0,0,0
Uzbekistan,433,0.24,3.5,0,1,2221828,13020,35300000,65503,0.00586003957102,0.2,0.09,0,115158691,56250,469537.333333333,168750,0.077155555555556,0.373333333333333,0.119,505496.333333333,12.0933333333333,2.73333333333333,39.6666666666667,0.001855609065156,-0.800458745801291,-0.792374605392816,-0.749766087803202,-0.465227023014575,-0.912057922397536,0.710811581297725,-0.577284545766529,-0.615609960586272,-0.577350269189626,1,0,0,0,0,0,0,0,0,0
Yemen,278891,0.02,1.3,0,0,633429,68649,30491000,19471,0.108376787295814,0.168,0.137,0,49936392.2,126685.8,53443.2,633429,0.108376787295814,0.3808,0.1642,256562.8,0.068,1.76,0.2,0.000638581876619,-0.457746268051194,-0.482417239046311,-0.734140784135153,-1.09072714785048,-0.215875055518475,-0.350950812283727,0.0969511207618,-0.616093875899544,-0.447213595499958,0,0,0,0,0,1,0,0,0,0
Zambia,22670,5.68,1,0,1,1018762,66027,17351708,21699,0.064811015723005,0.53,0.201,0,28026335.75,81846.1666666667,68001.25,982154,0.067226728191302,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.001250539716321,-0.500848584145435,-0.129941612672946,-0.385084816387743,0.620452947307211,0.205892051555623,-0.885246594618043,-0.849218021402979,0.012618606605909,-0.330206279687471,0,0,0,1,0,0,0,0,0,0
Zimbabwe,3204,0,2.8,0,0,1018762,11284,15092171,25791,0.011076188550417,0.432,0.151,0,28026335.75,81846.1666666667,68001.25,982154,0.011489033288059,0.392916666666667,0.179416666666667,121458.166666667,5.49,2.60833333333333,5.58333333333333,0.001708899269694,-0.606865012425496,-0.579610919055819,-0.351052624244626,0.176895095615247,-0.271077952048137,0.105495708166917,-1.01655464240142,-0.36461131719179,-0.330206279687471,0,0,0,1,0,0,0,0,0,0
